regular,midgrade,premium,diesel,last_update,reg_price_age,mid_price_age,pre_price_age,des_price_age,location_id
2.33,0.0,2.67,4.5,2017-03-19 09:31:37.470926,1.0,0.0,1.0,0.0,1174
2.33,0.0,2.67,0.0,2017-03-19 11:18:52.469466,1.0,0.0,9.0,0.0,1198
2.65,0.0,2.91,0.0,2017-03-19 13:19:50.601722,14.0,0.0,0.0,0.0,1184
2.62,2.82,3.02,2.68,2017-03-19 14:34:47.973747,18.0,18.0,18.0,18.0,1229
2.49,2.41,2.59,2.63,2017-03-19 14:20:58.486763,1.0,0.0,0.0,0.0,1128
2.49,2.79,2.89,0.0,2017-03-19 14:21:21.005749,1.0,1.0,1.0,0.0,1129
2.33,0.0,2.67,4.5,2017-03-19 14:22:43.875030,1.0,0.0,1.0,0.0,1174
2.55,2.59,2.69,0.0,2017-03-19 14:24:04.087919,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.71,3.5,2017-03-19 15:41:47.046990,0.0,0.0,0.0,0.0,1151
2.33,0.0,2.67,0.0,2017-03-19 16:41:44.652871,1.0,0.0,1.0,0.0,1198
2.61,0.0,0.0,0.0,2017-03-19 16:42:11.203597,1.0,0.0,0.0,0.0,1227
2.55,2.59,2.69,0.0,2017-03-19 20:28:22.054806,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.73,2.59,2017-03-19 16:54:44.074856,0.0,0.0,0.0,0.0,1225
2.65,0.0,2.91,0.0,2017-03-19 18:34:07.048938,1.0,0.0,0.0,0.0,1184
2.49,2.79,2.89,0.0,2017-03-19 18:34:59.214123,3.0,5.0,5.0,0.0,1129
2.62,2.82,3.02,2.68,2017-03-19 19:32:16.685023,23.0,23.0,23.0,23.0,1229
2.33,0.0,2.67,4.5,2017-03-19 19:38:51.338393,4.0,0.0,4.0,0.0,1174
2.49,2.61,2.73,2.59,2017-03-19 21:38:46.691872,0.0,0.0,0.0,0.0,1225
2.49,2.61,2.71,3.5,2017-03-19 20:38:22.033758,0.0,0.0,0.0,0.0,1151
2.54,2.69,2.89,0.0,2017-03-19 20:45:39.754609,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,0.0,2017-03-19 21:26:20.965175,5.0,0.0,5.0,0.0,1198
2.49,2.41,2.59,2.63,2017-03-19 20:46:05.496479,0.0,0.0,0.0,0.0,1128
2.61,2.81,0.0,0.0,2017-03-19 21:55:47.091370,6.0,1.0,0.0,0.0,1227
2.49,2.79,2.89,0.0,2017-03-19 23:31:36.194179,1.0,2.0,2.0,0.0,1129
2.65,0.0,0.0,0.0,2017-03-19 23:32:58.209962,4.0,0.0,0.0,0.0,1184
2.33,0.0,2.67,4.5,2017-03-20 00:40:43.383954,3.0,0.0,3.0,0.0,1174
2.55,2.59,2.69,0.0,2017-03-20 00:48:15.137731,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.71,3.5,2017-03-20 01:57:37.146708,3.0,3.0,3.0,0.0,1151
2.54,2.69,2.89,0.0,2017-03-20 01:49:49.074139,0.0,0.0,0.0,0.0,1228
2.62,2.82,3.02,2.68,2017-03-20 01:50:13.279982,0.0,0.0,0.0,0.0,1229
2.61,2.81,0.0,0.0,2017-03-20 02:38:28.474389,11.0,4.0,0.0,0.0,1227
2.49,2.79,2.89,0.0,2017-03-20 03:51:58.744937,6.0,7.0,7.0,0.0,1129
2.49,2.41,2.59,2.63,2017-03-20 02:02:25.995325,0.0,0.0,0.0,0.0,1128
2.33,0.0,2.67,0.0,2017-03-20 02:03:37.747582,10.0,0.0,10.0,0.0,1198
2.49,2.61,2.73,2.59,2017-03-20 02:41:52.346692,0.0,0.0,0.0,0.0,1225
2.65,0.0,0.0,0.0,2017-03-20 03:48:31.412333,9.0,0.0,0.0,0.0,1184
2.49,2.79,2.89,0.0,2017-03-20 08:53:24.533648,11.0,12.0,12.0,0.0,1129
2.54,2.69,2.89,0.0,2017-03-20 06:54:23.179291,0.0,0.0,0.0,0.0,1228
2.55,2.59,2.69,0.0,2017-03-20 05:46:58.307575,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,4.5,2017-03-20 05:49:13.432871,3.0,0.0,3.0,0.0,1174
2.33,0.0,2.67,0.0,2017-03-20 06:52:19.239241,5.0,0.0,5.0,0.0,1198
2.49,2.61,2.71,3.5,2017-03-20 07:04:26.146501,8.0,8.0,8.0,0.0,1151
2.62,2.82,3.02,2.68,2017-03-20 07:07:18.414619,0.0,0.0,0.0,0.0,1229
2.61,2.81,0.0,0.0,2017-03-20 07:43:01.913168,1.0,1.0,0.0,0.0,1227
2.65,0.0,0.0,0.0,2017-03-20 08:59:22.380886,14.0,0.0,0.0,0.0,1184
2.49,2.41,2.59,2.63,2017-03-20 07:01:21.283782,0.0,0.0,0.0,0.0,1128
2.49,2.61,2.73,2.59,2017-03-20 07:52:14.420670,0.0,0.0,0.0,0.0,1225
2.55,2.59,2.69,0.0,2017-03-20 10:49:36.752863,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,4.5,2017-03-20 10:48:39.172860,1.0,0.0,1.0,0.0,1174
2.54,2.69,2.89,0.0,2017-03-20 11:44:37.895503,0.0,0.0,0.0,0.0,1228
2.62,2.82,3.02,2.68,2017-03-20 11:45:13.148345,0.0,0.0,0.0,0.0,1229
2.33,0.0,2.67,0.0,2017-03-20 11:55:35.318595,10.0,0.0,10.0,0.0,1198
2.49,2.61,2.71,3.5,2017-03-20 12:03:44.045010,13.0,13.0,13.0,0.0,1151
2.49,2.61,2.71,3.5,2017-03-20 16:51:39.518007,3.0,3.0,3.0,0.0,1151
2.33,0.0,2.67,0.0,2017-03-20 16:53:38.932279,1.0,0.0,1.0,0.0,1198
2.62,2.82,3.02,2.68,2017-03-20 16:12:33.380233,3.0,3.0,0.0,3.0,1229
2.49,2.61,2.73,2.59,2017-03-20 13:05:06.779733,0.0,0.0,0.0,0.0,1225
2.49,2.41,2.59,2.63,2017-03-20 13:10:08.294014,0.0,0.0,0.0,0.0,1128
2.61,2.81,0.0,0.0,2017-03-20 13:12:39.559456,3.0,3.0,0.0,0.0,1227
2.65,0.0,0.0,0.0,2017-03-20 13:48:20.363576,1.0,0.0,0.0,0.0,1184
2.54,2.69,2.89,0.0,2017-03-20 20:55:50.702159,0.0,0.0,0.0,0.0,1228
2.49,2.61,2.71,3.5,2017-03-20 22:06:23.613371,1.0,5.0,5.0,0.0,1151
2.33,0.0,2.67,4.5,2017-03-20 16:06:16.106440,1.0,0.0,1.0,0.0,1174
2.49,2.79,2.89,0.0,2017-03-20 14:08:51.829081,1.0,1.0,1.0,0.0,1129
2.55,2.59,2.69,0.0,2017-03-20 15:58:59.528558,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.73,2.59,2017-03-20 18:05:46.174139,0.0,0.0,0.0,0.0,1225
2.61,2.81,0.0,0.0,2017-03-20 18:06:13.508776,8.0,8.0,0.0,0.0,1227
2.54,2.69,2.89,0.0,2017-03-20 15:57:05.524683,0.0,0.0,0.0,0.0,1228
2.55,2.59,2.69,0.0,2017-03-20 20:56:59.151257,0.0,0.0,0.0,0.0,1101
2.49,2.41,2.59,2.65,2017-03-20 17:56:04.797854,0.0,0.0,1.0,0.0,1128
2.49,2.79,2.89,0.0,2017-03-20 18:55:33.403960,1.0,1.0,1.0,0.0,1129
2.65,0.0,0.0,0.0,2017-03-20 18:57:50.196080,1.0,0.0,0.0,0.0,1184
2.33,0.0,2.67,4.5,2017-03-20 20:59:14.150068,1.0,0.0,2.0,0.0,1174
2.33,0.0,2.67,0.0,2017-03-20 22:04:03.590806,1.0,0.0,4.0,0.0,1198
2.62,2.82,3.02,2.68,2017-03-20 21:06:35.905913,1.0,1.0,1.0,1.0,1229
2.49,2.61,2.73,2.59,2017-03-21 03:52:25.283558,0.0,0.0,0.0,0.0,1225
2.49,2.61,2.71,3.5,2017-03-21 07:49:54.806990,1.0,1.0,1.0,0.0,1151
2.33,0.0,2.67,0.0,2017-03-21 03:27:30.876791,1.0,0.0,1.0,0.0,1198
2.49,2.79,2.89,0.0,2017-03-21 02:52:26.161942,10.0,10.0,10.0,0.0,1129
2.65,0.0,0.0,0.0,2017-03-21 02:53:29.680076,3.0,0.0,0.0,0.0,1184
2.55,2.59,2.69,0.0,2017-03-21 03:35:04.972632,0.0,0.0,0.0,0.0,1101
2.49,2.41,2.59,2.65,2017-03-21 03:36:45.923958,0.0,0.0,0.0,0.0,1128
2.54,2.69,2.89,0.0,2017-03-21 03:37:53.276932,0.0,0.0,0.0,0.0,1228
2.54,2.69,2.89,0.0,2017-03-21 03:47:26.035518,0.0,0.0,0.0,0.0,1228
2.49,2.61,2.71,3.5,2017-03-21 03:31:26.908108,1.0,1.0,1.0,0.0,1151
2.33,0.0,2.67,4.5,2017-03-21 04:01:09.149150,1.0,0.0,1.0,0.0,1174
2.61,2.81,0.0,0.0,2017-03-21 04:01:56.664408,18.0,18.0,0.0,0.0,1227
2.62,2.82,3.02,2.68,2017-03-21 04:02:17.085717,7.0,7.0,7.0,7.0,1229
2.55,2.59,2.69,0.0,2017-03-21 08:07:17.668617,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,0.0,2017-03-21 08:00:25.583835,1.0,0.0,1.0,0.0,1198
2.49,2.79,2.89,0.0,2017-03-21 08:02:37.884903,1.0,1.0,1.0,0.0,1129
2.49,2.41,2.59,2.65,2017-03-21 08:23:53.988503,0.0,0.0,0.0,0.0,1128
2.65,0.0,0.0,0.0,2017-03-21 08:24:37.600757,8.0,0.0,0.0,0.0,1184
2.49,2.61,2.73,2.59,2017-03-21 08:49:45.885034,0.0,0.0,0.0,0.0,1225
2.61,2.81,3.01,2.62,2017-03-21 08:50:06.932736,1.0,1.0,1.0,1.0,1227
2.54,2.69,2.89,0.0,2017-03-21 08:50:21.114330,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,4.5,2017-03-21 08:56:04.436715,1.0,0.0,1.0,0.0,1174
2.62,2.82,3.02,2.68,2017-03-21 08:58:11.592699,12.0,12.0,12.0,12.0,1229
2.33,0.0,2.67,0.0,2017-03-21 12:32:15.457107,1.0,0.0,1.0,0.0,1198
2.55,2.59,2.69,0.0,2017-03-21 12:40:39.090422,0.0,0.0,0.0,0.0,1101
2.49,2.41,2.59,2.65,2017-03-21 12:47:46.131964,0.0,0.0,0.0,0.0,1128
2.49,2.61,2.71,3.5,2017-03-21 13:01:31.674554,1.0,1.0,1.0,0.0,1151
2.49,2.79,2.89,0.0,2017-03-21 13:24:28.752777,1.0,1.0,1.0,0.0,1129
2.65,0.0,0.0,0.0,2017-03-21 15:50:58.618401,1.0,0.0,0.0,0.0,1184
2.49,2.61,2.73,2.59,2017-03-21 16:13:24.630768,0.0,0.0,0.0,0.0,1225
2.49,2.41,2.59,2.65,2017-03-21 17:37:38.608579,0.0,0.0,0.0,0.0,1128
2.33,0.0,2.67,4.5,2017-03-21 17:40:28.499595,3.0,0.0,3.0,0.0,1174
2.61,2.81,3.01,2.62,2017-03-21 21:38:24.071112,10.0,10.0,10.0,10.0,1227
2.54,2.69,2.89,0.0,2017-03-21 16:07:03.727016,0.0,0.0,0.0,0.0,1228
2.61,2.81,3.01,2.62,2017-03-21 16:51:35.459167,5.0,5.0,5.0,5.0,1227
2.54,2.69,2.89,0.0,2017-03-21 20:42:58.927910,0.0,0.0,0.0,0.0,1228
2.49,2.79,2.89,0.0,2017-03-21 17:50:54.509170,3.0,3.0,3.0,0.0,1129
2.33,0.0,2.67,0.0,2017-03-21 17:54:23.786016,3.0,0.0,3.0,0.0,1198
2.65,2.78,0.0,0.0,2017-03-21 20:35:26.188909,5.0,4.0,0.0,0.0,1184
2.49,2.61,2.73,2.59,2017-03-21 20:36:28.931373,0.0,0.0,0.0,0.0,1225
2.49,2.61,2.71,3.5,2017-03-21 17:42:16.856331,5.0,5.0,5.0,0.0,1151
2.62,2.82,3.02,2.68,2017-03-21 17:44:55.373970,6.0,6.0,6.0,6.0,1229
2.55,2.59,2.69,0.0,2017-03-21 17:59:29.672619,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.71,3.5,2017-03-21 22:57:28.254222,2.0,2.0,2.0,0.0,1151
2.62,2.82,3.02,2.68,2017-03-21 22:59:02.718945,5.0,5.0,5.0,5.0,1229
2.65,2.78,0.0,0.0,2017-03-22 01:51:25.654257,5.0,9.0,0.0,0.0,1184
2.33,0.0,2.67,0.0,2017-03-21 22:42:32.175388,8.0,0.0,8.0,0.0,1198
2.49,2.41,2.59,2.65,2017-03-21 22:47:53.876483,0.0,0.0,0.0,0.0,1128
2.49,2.79,2.89,0.0,2017-03-21 22:48:15.877585,1.0,1.0,1.0,0.0,1129
2.55,2.59,2.69,0.0,2017-03-21 22:43:21.483262,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,4.5,2017-03-21 22:49:01.081019,1.0,0.0,1.0,0.0,1174
2.55,2.59,2.69,0.0,2017-03-22 03:34:33.457760,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.71,3.5,2017-03-22 03:37:09.388206,1.0,1.0,1.0,0.0,1151
2.62,2.82,3.02,2.68,2017-03-22 03:40:08.796301,10.0,10.0,10.0,10.0,1229
2.33,0.0,2.67,4.5,2017-03-22 03:51:41.760236,1.0,0.0,1.0,0.0,1174
2.49,2.61,2.73,2.59,2017-03-22 02:08:22.577899,0.0,0.0,0.0,0.0,1225
2.54,2.69,2.89,0.0,2017-03-22 01:49:18.701937,0.0,0.0,0.0,0.0,1228
2.49,2.41,2.59,2.65,2017-03-22 03:43:05.835060,0.0,1.0,1.0,0.0,1128
2.49,2.79,2.89,0.0,2017-03-22 03:43:41.017665,6.0,6.0,6.0,0.0,1129
2.61,2.81,3.01,2.62,2017-03-22 07:37:46.845883,1.0,1.0,1.0,1.0,1227
2.49,2.79,2.89,0.0,2017-03-22 08:41:34.951943,11.0,11.0,11.0,0.0,1129
2.62,2.82,3.02,2.68,2017-03-22 08:43:02.659134,15.0,15.0,15.0,15.0,1229
2.61,2.81,3.01,2.62,2017-03-22 02:41:16.289979,15.0,15.0,15.0,15.0,1227
2.65,2.78,0.0,0.0,2017-03-22 06:37:30.727743,10.0,14.0,0.0,0.0,1184
2.33,0.0,2.67,4.5,2017-03-22 03:56:19.411788,3.0,0.0,3.0,0.0,1198
2.49,2.61,2.73,2.59,2017-03-22 06:55:27.169536,0.0,0.0,0.0,0.0,1225
2.55,2.59,2.69,0.0,2017-03-22 08:53:07.831543,0.0,0.0,0.0,0.0,1101
2.54,2.69,2.89,0.0,2017-03-22 06:46:14.169575,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,4.5,2017-03-22 08:50:02.593860,1.0,0.0,1.0,0.0,1174
2.33,0.0,2.67,4.5,2017-03-22 08:48:31.176997,8.0,0.0,8.0,0.0,1198
2.49,2.41,2.59,2.65,2017-03-22 08:56:03.884366,0.0,0.0,0.0,0.0,1128
2.49,2.61,2.71,3.5,2017-03-22 08:56:45.657058,1.0,1.0,1.0,0.0,1151
2.49,2.79,2.89,0.0,2017-03-22 13:20:17.538888,2.0,2.0,2.0,0.0,1129
2.49,2.61,2.73,2.59,2017-03-22 13:25:17.094309,0.0,0.0,0.0,0.0,1225
2.33,0.0,2.67,4.5,2017-03-22 14:08:29.230248,1.0,0.0,1.0,0.0,1174
2.65,2.78,0.0,0.0,2017-03-22 13:05:33.670947,16.0,20.0,0.0,0.0,1184
2.49,2.61,2.71,3.5,2017-03-22 13:10:29.145995,5.0,5.0,5.0,0.0,1151
2.33,0.0,2.67,4.5,2017-03-22 13:12:03.266956,1.0,0.0,1.0,0.0,1198
2.61,2.81,3.01,2.62,2017-03-22 13:12:38.497399,3.0,3.0,3.0,3.0,1227
2.54,2.69,2.89,0.0,2017-03-22 13:33:33.091185,0.0,0.0,0.0,0.0,1228
2.59,2.82,3.02,2.68,2017-03-22 14:29:41.806049,1.0,1.0,1.0,1.0,1229
2.55,2.59,2.69,0.0,2017-03-22 13:32:40.100245,0.0,0.0,0.0,0.0,1101
2.49,2.41,2.59,2.65,2017-03-22 15:11:49.916291,0.0,0.0,0.0,0.0,1128
2.49,2.61,2.71,3.5,2017-03-22 18:19:20.642783,1.0,1.0,1.0,0.0,1151
2.49,2.59,2.69,2.59,2017-03-22 18:22:13.081015,0.0,0.0,0.0,0.0,1225
2.49,2.41,2.59,2.65,2017-03-22 20:06:37.530702,0.0,0.0,0.0,0.0,1128
2.33,0.0,2.67,4.5,2017-03-22 18:13:36.760998,3.0,0.0,5.0,0.0,1198
2.49,2.79,2.89,0.0,2017-03-22 18:26:47.596485,1.0,1.0,1.0,0.0,1129
2.54,2.69,2.89,0.0,2017-03-22 18:28:28.722724,0.0,0.0,0.0,0.0,1228
2.55,2.59,2.69,0.0,2017-03-22 18:06:14.263615,0.0,0.0,0.0,0.0,1101
2.61,2.81,3.01,2.62,2017-03-22 18:12:13.055198,8.0,8.0,8.0,8.0,1227
2.33,0.0,2.67,4.5,2017-03-23 04:13:48.469337,2.0,0.0,2.0,0.0,1198
2.65,2.78,0.0,0.0,2017-03-22 18:26:09.120734,1.0,3.0,0.0,0.0,1184
2.33,0.0,2.67,4.5,2017-03-22 19:09:27.821624,1.0,0.0,1.0,0.0,1174
2.62,2.82,3.02,2.68,2017-03-22 19:11:13.254663,1.0,1.0,1.0,1.0,1229
2.55,2.59,2.69,0.0,2017-03-22 23:25:11.839470,0.0,0.0,0.0,0.0,1101
2.49,2.59,2.69,2.59,2017-03-22 23:33:08.052291,0.0,0.0,0.0,0.0,1225
2.49,2.79,2.89,0.0,2017-03-22 23:20:10.780867,1.0,1.0,1.0,0.0,1129
2.61,2.81,3.01,2.62,2017-03-22 23:22:26.997876,1.0,1.0,1.0,1.0,1227
2.49,2.61,2.71,3.5,2017-03-22 23:17:46.959061,3.0,3.0,3.0,0.0,1151
2.65,2.78,0.0,0.0,2017-03-22 23:11:30.101284,1.0,7.0,0.0,0.0,1184
2.62,2.82,3.02,2.68,2017-03-23 00:11:55.343173,5.0,5.0,5.0,5.0,1229
2.49,2.59,2.69,2.59,2017-03-23 04:27:37.469335,0.0,0.0,0.0,0.0,1225
2.61,2.81,3.01,2.62,2017-03-23 04:28:13.964949,5.0,5.0,5.0,5.0,1227
2.33,0.0,2.67,4.5,2017-03-22 23:20:54.592188,8.0,0.0,10.0,0.0,1198
2.54,2.74,2.94,0.0,2017-03-22 23:21:29.862980,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,4.5,2017-03-23 00:16:13.369559,4.0,0.0,4.0,0.0,1174
2.49,2.61,2.71,3.5,2017-03-23 04:25:21.316132,8.0,8.0,8.0,0.0,1151
2.65,2.78,0.0,0.0,2017-03-23 04:27:38.470940,6.0,13.0,0.0,0.0,1184
2.54,2.74,2.94,0.0,2017-03-23 04:28:56.045540,0.0,0.0,0.0,0.0,1228
2.49,2.41,2.59,2.65,2017-03-23 01:03:48.809832,0.0,0.0,0.0,0.0,1128
2.55,2.59,2.69,0.0,2017-03-23 04:16:49.718824,0.0,0.0,0.0,0.0,1101
2.49,2.79,2.89,0.0,2017-03-23 04:18:00.186183,5.0,5.0,5.0,0.0,1129
2.33,0.0,2.67,4.5,2017-03-23 10:10:24.104283,1.0,0.0,4.0,0.0,1174
2.62,2.82,3.02,2.68,2017-03-23 05:16:37.474747,10.0,10.0,10.0,10.0,1229
2.49,2.41,2.59,2.65,2017-03-23 11:08:28.972910,0.0,14.0,14.0,14.0,1128
2.33,0.0,2.67,4.5,2017-03-23 05:09:29.942401,9.0,0.0,9.0,0.0,1174
2.49,2.41,2.59,2.65,2017-03-23 06:08:09.602725,0.0,0.0,0.0,0.0,1128
2.55,2.59,2.69,0.0,2017-03-23 09:14:42.746630,0.0,0.0,0.0,0.0,1101
2.61,2.81,3.01,2.62,2017-03-23 09:22:06.191738,3.0,3.0,3.0,3.0,1227
2.65,2.78,0.0,0.0,2017-03-23 09:22:25.359852,11.0,18.0,0.0,0.0,1184
2.54,2.74,2.94,0.0,2017-03-23 09:23:27.122722,0.0,0.0,0.0,0.0,1228
2.62,2.82,3.02,2.68,2017-03-23 10:16:35.327021,15.0,15.0,15.0,15.0,1229
2.49,2.79,2.89,0.0,2017-03-23 09:23:40.494819,10.0,10.0,10.0,0.0,1129
2.49,2.61,2.71,3.5,2017-03-23 09:24:39.454120,1.0,1.0,1.0,0.0,1151
2.33,0.0,2.67,4.5,2017-03-23 09:26:51.125221,7.0,0.0,7.0,0.0,1198
2.49,2.59,2.69,2.59,2017-03-23 09:27:13.142670,1.0,1.0,1.0,1.0,1225
2.54,2.74,2.94,0.0,2017-03-23 13:54:05.193617,0.0,0.0,0.0,0.0,1228
2.49,2.61,2.71,3.5,2017-03-23 14:02:51.683599,5.0,5.0,5.0,0.0,1151
2.33,0.0,2.67,4.5,2017-03-23 15:13:30.817561,1.0,0.0,1.0,0.0,1174
2.49,2.41,2.59,2.65,2017-03-23 16:53:52.229211,1.0,1.0,0.0,1.0,1128
2.49,2.59,2.69,2.59,2017-03-23 17:48:35.281358,0.0,0.0,0.0,0.0,1225
2.65,2.78,2.91,0.0,2017-03-23 14:11:43.529255,16.0,23.0,1.0,0.0,1184
2.61,2.81,3.01,2.62,2017-03-23 14:21:09.424439,1.0,1.0,8.0,1.0,1227
2.49,2.61,2.71,3.5,2017-03-23 18:58:26.932613,1.0,1.0,1.0,0.0,1151
2.55,2.59,2.69,0.0,2017-03-23 14:49:19.321017,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,4.5,2017-03-23 14:52:03.542368,3.0,0.0,3.0,0.0,1198
2.62,2.82,3.02,2.68,2017-03-23 15:06:00.805615,1.0,1.0,1.0,1.0,1229
2.55,2.59,2.69,0.0,2017-03-23 19:51:21.956338,0.0,0.0,0.0,0.0,1101
2.49,2.79,2.89,0.0,2017-03-23 17:00:30.814746,1.0,1.0,1.0,0.0,1129
2.61,2.81,3.01,2.62,2017-03-23 19:09:20.519221,6.0,6.0,13.0,6.0,1227
2.65,2.78,2.91,0.0,2017-03-23 19:05:27.061823,1.0,0.0,5.0,0.0,1184
2.54,2.74,2.94,0.0,2017-03-23 19:07:24.492893,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,4.5,2017-03-23 19:56:21.989167,5.0,0.0,5.0,0.0,1174
2.49,2.79,2.89,0.0,2017-03-23 21:56:02.323958,5.0,5.0,5.0,0.0,1129
2.33,0.0,2.67,4.5,2017-03-23 19:57:35.312738,1.0,0.0,1.0,0.0,1198
2.62,2.82,3.02,2.74,2017-03-23 19:58:48.716072,3.0,3.0,3.0,3.0,1229
2.49,2.41,2.59,2.65,2017-03-23 22:16:54.958343,0.0,4.0,0.0,0.0,1128
2.55,2.59,2.69,0.0,2017-03-24 00:11:55.251397,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.71,3.5,2017-03-24 00:20:14.377720,1.0,1.0,1.0,0.0,1151
2.65,2.78,2.91,0.0,2017-03-24 00:20:40.650576,1.0,0.0,11.0,0.0,1184
2.62,2.82,3.02,2.74,2017-03-24 08:24:06.839258,12.0,12.0,12.0,12.0,1229
2.54,2.74,2.94,0.0,2017-03-24 00:32:53.120699,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,4.5,2017-03-24 01:10:41.036312,4.0,0.0,4.0,0.0,1174
2.33,0.0,2.67,4.5,2017-03-24 01:15:49.790589,3.0,0.0,3.0,0.0,1198
2.61,2.81,3.01,2.62,2017-03-24 01:17:49.255670,1.0,1.0,1.0,1.0,1227
2.49,2.41,2.59,2.65,2017-03-24 03:19:45.814410,0.0,4.0,0.0,0.0,1128
2.49,2.59,2.69,2.59,2017-03-24 03:21:38.323289,0.0,0.0,0.0,0.0,1225
2.62,2.82,3.02,2.74,2017-03-24 03:12:21.543587,7.0,7.0,7.0,7.0,1229
2.49,2.79,2.89,0.0,2017-03-24 03:45:23.352878,5.0,11.0,11.0,0.0,1129
2.49,2.61,2.71,3.5,2017-03-24 05:08:43.420171,6.0,6.0,6.0,0.0,1151
2.65,2.78,2.91,0.0,2017-03-24 05:11:14.364943,4.0,0.0,15.0,0.0,1184
2.54,2.74,2.94,0.0,2017-03-24 05:13:35.623727,0.0,0.0,0.0,0.0,1228
2.33,0.0,2.67,4.5,2017-03-24 06:18:41.774818,9.0,0.0,9.0,0.0,1174
2.33,0.0,2.67,4.5,2017-03-24 06:19:17.360018,5.0,0.0,5.0,0.0,1198
2.55,2.59,2.69,0.0,2017-03-24 05:15:24.241603,0.0,0.0,0.0,0.0,1101
2.49,2.67,2.59,2.65,2017-03-24 08:05:50.775212,0.0,9.0,0.0,0.0,1128
2.49,2.59,2.69,2.59,2017-03-24 08:08:49.828009,0.0,0.0,0.0,0.0,1225
2.61,2.81,3.01,2.62,2017-03-24 06:11:18.155851,7.0,7.0,7.0,7.0,1227
2.49,2.79,2.89,0.0,2017-03-24 08:24:41.076014,1.0,1.0,1.0,0.0,1129
2.61,2.81,3.01,2.62,2017-03-24 11:15:13.945063,4.0,4.0,4.0,4.0,1227
2.49,2.61,2.71,3.5,2017-03-24 10:13:38.483597,11.0,11.0,11.0,0.0,1151
2.65,2.78,2.91,0.0,2017-03-24 10:16:06.214504,10.0,0.0,21.0,0.0,1184
2.49,2.59,2.69,2.59,2017-03-24 13:43:13.136493,0.0,0.0,0.0,0.0,1225
2.55,2.59,2.69,0.0,2017-03-24 10:18:36.515066,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,4.5,2017-03-24 11:09:11.527843,1.0,0.0,4.0,0.0,1174
2.54,2.74,2.94,0.0,2017-03-24 10:14:15.828685,0.0,0.0,0.0,0.0,1228
2.49,2.79,2.89,0.0,2017-03-24 13:09:08.816443,1.0,1.0,1.0,0.0,1129
2.33,0.0,2.67,4.5,2017-03-24 11:10:53.930260,1.0,0.0,10.0,0.0,1198
2.62,2.82,3.02,2.74,2017-03-24 13:30:13.604090,2.0,2.0,2.0,2.0,1229
2.49,2.67,2.59,2.65,2017-03-24 13:22:14.214793,0.0,14.0,0.0,0.0,1128
2.49,2.61,2.71,3.5,2017-03-24 15:06:11.853134,16.0,16.0,16.0,0.0,1151
2.54,2.74,2.94,0.0,2017-03-24 15:09:28.150956,0.0,0.0,0.0,0.0,1228
2.65,2.78,2.91,0.0,2017-03-24 15:15:35.391834,1.0,0.0,0.0,0.0,1184
2.55,2.59,2.69,0.0,2017-03-24 15:16:04.171529,0.0,0.0,0.0,0.0,1101
2.33,0.0,2.67,4.5,2017-03-24 16:42:28.101651,4.0,0.0,4.0,0.0,1174
2.33,0.0,2.67,4.5,2017-03-24 16:49:55.760684,1.0,0.0,15.0,0.0,1198
2.61,2.81,3.01,2.62,2017-03-24 16:52:13.242102,10.0,10.0,10.0,10.0,1227
2.55,2.59,2.69,0.0,2017-03-24 19:57:26.273236,0.0,0.0,0.0,0.0,1101
2.49,2.61,2.71,3.5,2017-03-24 19:58:11.913000,21.0,21.0,21.0,0.0,1151
2.65,2.78,2.91,0.0,2017-03-24 19:58:52.509233,4.0,1.0,0.0,0.0,1184
2.49,2.67,2.59,2.65,2017-03-24 18:03:34.428219,0.0,1.0,0.0,0.0,1128
2.62,2.87,3.02,2.74,2017-03-24 18:41:27.219113,7.0,2.0,7.0,2.0,1229
2.54,2.74,2.94,0.0,2017-03-24 20:04:48.250917,0.0,0.0,0.0,0.0,1228
2.49,2.79,2.89,0.0,2017-03-24 20:13:00.038316,1.0,1.0,1.0,0.0,1129
2.49,2.59,2.69,2.59,2017-03-24 18:56:32.398776,0.0,0.0,0.0,0.0,1225
2.49,2.67,2.59,2.65,2017-03-24 22:39:04.452688,0.0,1.0,0.0,0.0,1128
2.33,0.0,2.67,4.5,2017-03-24 21:44:41.700780,1.0,0.0,1.0,0.0,1174
